indexID,ticker,porgFullName,secShortName,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-19,3843.142,3849.8794,3820.2885,3857.303,3832.1161,11243298700,145528457523.0,-11.0259,-0.002869
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-20,3832.1161,3830.154,3827.885,3850.942,3842.435,10112954200,135041882371.0,10.3189,0.002693
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-21,3842.435,3843.2577,3837.384,3860.7977,3837.8176,11109819200,144132893229.0,-4.6174,-0.001202
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-22,3837.8176,3826.458,3816.822,3842.252,3837.73,10061980200,128360894859.0,-0.0876,-2.3e-05
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-25,3837.73,3829.219,3811.119,3835.389,3817.791,10394897600,135980239129.0,-19.939,-0.005196
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-26,3817.791,3810.3333,3808.3827,3821.6928,3820.7816,8186940700,101036334815.0,2.9906,0.000783
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-27,3820.7816,3818.9646,3818.8147,3832.566,3821.2,8565581100,109299492247.0,0.4184,0.00011
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-28,3821.2,3821.59,3813.753,3827.33,3822.538,9354406900,115646338522.0,1.338,0.00035
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-09-29,3822.538,3825.202,3825.202,3852.223,3836.501,9330602800,116056776566.0,13.963,0.003653
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-09,3836.501,3910.114,3876.032,3918.839,3882.207,13553585100,171941460832.0,45.706,0.011913
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-10,3882.207,3883.0037,3855.4666,3900.7418,3889.8637,11253258600,157979737603.0,7.6567,0.001972
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-11,3889.8637,3886.8184,3885.497,3913.0695,3902.6868,10441815100,144152740056.0,12.8231,0.003297
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-12,3902.6868,3902.015,3897.547,3917.443,3912.953,9434092100,123147248618.0,10.2662,0.002631
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-13,3912.953,3912.975,3908.8885,3927.1744,3921.0017,9014206800,114314854703.0,8.0487,0.002057
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-16,3921.0017,3926.275,3913.322,3947.423,3913.446,12135503300,150823756592.0,-7.5557,-0.001927
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-17,3913.446,3910.789,3900.475,3924.614,3913.068,8224122700,106708451684.0,-0.378,-9.7e-05
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-18,3913.068,3914.815,3914.815,3944.41,3944.162,10096984100,126420379660.0,31.094,0.007946
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-19,3944.162,3940.583,3923.645,3944.034,3931.249,10652725200,133189855169.0,-12.913,-0.003274
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-20,3931.249,3918.526,3910.197,3928.96,3926.852,7298018000,94529636639.4,-4.397,-0.001118
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-23,3926.852,3930.891,3920.656,3936.272,3930.798,8148498000,100280911371.0,3.946,0.001005
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-24,3930.798,3926.2299,3922.0288,3959.4951,3959.3953,9305815400,120192150584.0,28.5973,0.007275
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-25,3959.3953,3958.166,3954.001,3978.089,3976.949,8820545800,106820309535.0,17.5537,0.004433
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-26,3976.949,3980.047,3973.553,4013.598,3993.575,12989546500,170488618586.0,16.626,0.004181
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-27,3993.575,3992.5539,3991.354,4024.4645,4021.9676,12667284600,152974831071.0,28.3926,0.00711
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-30,4021.9676,4022.1641,3960.2698,4033.3394,4009.7218,15738760300,193489838439.0,-12.2458,-0.003045
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-10-31,4009.7218,3995.393,3983.256,4009.282,4006.717,10917877900,142897206949.0,-3.0048,-0.000749
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-01,4006.717,4007.911,3991.323,4032.458,3996.622,13041738000,166477138570.7,-10.095,-0.00252
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-02,3996.622,3994.0946,3971.3761,3999.2262,3997.1343,12610057900,151981363640.0,0.5123,0.000128
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-03,3997.1343,3992.349,3963.026,3999.337,3992.697,12940443900,158142056585.4,-4.4373,-0.00111
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-06,3992.697,3989.1824,3975.4069,4021.6382,4020.8896,12208115900,158911861111.0,28.1926,0.007061
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-07,4020.8896,4022.4018,4021.3639,4064.2178,4054.2465,15211666300,193990974032.0,33.3569,0.008296
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-08,4054.2465,4051.4935,4040.5772,4089.1457,4048.0057,15082771900,200949740671.0,-6.2408,-0.001539
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-09,4048.0057,4043.0663,4038.4004,4076.6102,4075.8998,12105633500,159247198176.0,27.8941,0.006891
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-10,4075.8998,4070.2763,4067.657,4116.7142,4111.9112,14181716500,198869833811.0,36.0114,0.008835
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-13,4111.9112,4115.5507,4115.5507,4137.6455,4128.0733,15144630900,205930794541.0,16.1621,0.003931
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-14,4128.0733,4129.2736,4086.8903,4133.5462,4099.351,14323693600,199605009025.0,-28.7223,-0.006958
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-15,4099.351,4084.2131,4055.7167,4102.8071,4073.6696,12063569600,177753075436.0,-25.6814,-0.006265
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-16,4073.6696,4063.4943,4062.2734,4107.617,4105.0122,12138441400,172903880580.0,31.3426,0.007694
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-17,4105.0122,4094.078,4081.372,4122.375,4120.85,19178411900,253079314045.2,15.8378,0.003858
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-20,4120.85,4093.734,4060.963,4144.514,4143.833,13744725800,191589637481.9,22.983,0.005577
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-21,4143.833,4131.848,4129.978,4220.263,4217.701,18035082100,253302199628.2,73.868,0.017826
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-22,4217.701,4228.372,4191.145,4260.639,4227.566,18647700300,254298361689.5,9.865,0.002339
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-23,4227.566,4213.378,4086.901,4214.189,4102.396,17814722800,237536704704.3,-125.17,-0.029608
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-24,4102.396,4089.472,4057.489,4116.594,4104.203,13085804000,182912191366.7,1.807,0.00044
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-27,4104.203,4088.931,4037.145,4088.931,4049.947,14345526800,183004551222.5,-54.256,-0.01322
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-28,4049.947,4034.2057,4010.2955,4056.4753,4055.8235,10205809500,135539647289.0,5.8765,0.001451
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-29,4055.8235,4061.3545,4004.687,4069.2418,4053.7529,12455364200,165743341284.0,-2.0706,-0.000511
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-11-30,4053.7529,4034.0091,3988.0018,4052.797,4006.0993,10798334500,145829948321.0,-47.6536,-0.011755
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-12-01,4006.0993,4003.56,3984.377,4027.106,3998.136,9738691300,136010927567.4,-7.9633,-0.001988
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-12-04,3998.136,3989.0466,3982.3182,4032.9859,4018.8571,10264721900,138223055525.0,20.7211,0.005183
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-12-05,4018.8571,4007.9361,4006.5432,4045.9331,4040.1704,15408707600,196337660259.0,21.3133,0.005303
399300.ZICN,399300,中证指数有限公司,沪深300,XSHE,2017-12-06,4040.1704,4027.1231,3964.8087,4031.7533,4015.8211,10928620500,144114954180.0,-24.3493,-0.006027
