date,open,high,low,close,volume,turnover,open_adj,high_adj,low_adj,close_adj,volume_adj
2015-11-10,3806.669,3876.49,3798.821,3833.238,28651960300,380910629424.0,3806.669,3876.49,3798.821,3833.238,28651960300
2015-11-11,3828.448,3843.112,3781.41,3833.646,23223429600,307008336072.0,3828.448,3843.112,3781.41,3833.646,23223429600
2015-11-12,3841.738,3843.9,3771.274,3795.324,21753764700,302446791881.0,3841.738,3843.9,3771.274,3795.324,21753764700
2015-11-13,3756.204,3793.713,3727.585,3746.242,20348989100,281961129453.0,3756.204,3793.713,3727.585,3746.242,20348989100
2015-11-16,3682.735,3764.409,3680.073,3764.126,16169090100,227483711616.0,3682.735,3764.409,3680.073,3764.126,16169090100
2015-11-17,3790.426,3852.774,3750.157,3758.387,24853307100,365138598381.0,3790.426,3852.774,3750.157,3758.387,24853307100
2015-11-18,3760.456,3771.847,3706.31,3715.58,18568949500,254137953313.0,3760.456,3771.847,3706.31,3715.58,18568949500
2015-11-19,3725.622,3775.232,3714.675,3774.969,15463198900,204557606993.0,3725.622,3775.232,3714.675,3774.969,15463198900
2015-11-20,3778.884,3793.545,3757.026,3774.383,18695168900,242295089781.0,3778.884,3793.545,3757.026,3774.383,18695168900
2015-11-23,3774.436,3802.851,3743.405,3753.335,17562681200,234640979610.0,3774.436,3802.851,3743.405,3753.335,17562681200
2015-11-24,3745.761,3754.169,3702.737,3753.889,14338328300,192495095083.0,3745.761,3754.169,3702.737,3753.889,14338328300
2015-11-25,3747.759,3781.857,3735.716,3781.607,15194494100,215125047954.0,3747.759,3781.857,3735.716,3781.607,15194494100
2015-11-26,3795.245,3805.844,3756.823,3759.429,17352546800,239797205559.0,3795.245,3805.844,3756.823,3759.429,17352546800
2015-11-27,3739.096,3742.742,3534.39,3556.992,20893935800,269758168475.0,3739.096,3742.742,3534.39,3556.992,20893935800
2015-11-30,3554.89,3587.97,3455.068,3566.412000000001,17320116300,220098287801.0,3554.89,3587.97,3455.068,3566.412000000001,17320116300
2015-12-01,3562.3190000000004,3617.305,3536.116,3591.696,13653655400,176598805608.0,3562.3190000000004,3617.305,3536.116,3591.696,13653655400
2015-12-02,3587.758,3725.854,3573.403,3721.955,21353886500,260938692616.0,3587.758,3725.854,3573.403,3721.955,21353886500
2015-12-03,3709.547,3758.446,3693.137,3749.299,19776212600,236698987440.0,3709.547,3758.446,3693.137,3749.299,19776212600
2015-12-04,3719.734,3726.124,3667.291,3677.592,15119952200,196455597757.0,3719.734,3726.124,3667.291,3677.592,15119952200
2015-12-07,3681.582,3699.337,3658.578,3687.607,11388315000,161220059836.0,3681.582,3699.337,3658.578,3687.607,11388315000
2015-12-08,3668.839,3668.839,3619.445,3623.02,12578108300,163317229186.0,3668.839,3668.839,3619.445,3623.02,12578108300
2015-12-09,3613.42,3655.159,3611.49,3635.938,11332542200,154319992100.0,3613.42,3655.159,3611.49,3635.938,11332542200
2015-12-10,3634.366,3678.318,3615.991,3623.084,12021562500,168622188283.0,3634.366,3678.318,3615.991,3623.084,12021562500
2015-12-11,3605.372,3630.744,3578.146,3608.059,11032248100,145248640244.0,3605.372,3630.744,3578.146,3608.059,11032248100
2015-12-14,3573.884,3712.503,3570.998,3711.322,15176911900,203291513291.0,3573.884,3712.503,3570.998,3711.322,15176911900
2015-12-15,3707.73,3717.357,3679.23,3694.389,12648171000,186795461663.0,3707.73,3717.357,3679.23,3694.389,12648171000
2015-12-16,3703.95,3713.09,3677.45,3685.44,11134272300,160118243242.0,3703.95,3713.09,3677.45,3685.44,11134272300
2015-12-17,3712.783,3768.844,3709.851,3755.888,17792407500,242543823434.0,3712.783,3768.844,3709.851,3755.888,17792407500
2015-12-18,3754.96,3810.218,3750.925,3767.913,17346598000,232281458171.0,3754.96,3810.218,3750.925,3767.913,17346598000
2015-12-21,3762.097,3877.82,3759.989,3865.965,21743527500,289905289214.0,3762.097,3877.82,3759.989,3865.965,21743527500
2015-12-22,3872.098,3880.468,3841.593,3876.733,18030366100,243797366698.0,3872.098,3880.468,3841.593,3876.733,18030366100
2015-12-23,3877.872,3926.686,3862.965,3866.381,20701714700,294710770246.0,3877.872,3926.686,3862.965,3866.381,20701714700
2015-12-24,3858.135,3867.679,3787.084,3829.402,14718139700,203683543579.0,3858.135,3867.679,3787.084,3829.402,14718139700
2015-12-25,3832.085,3848.025,3813.204,3838.201,11962401300,163314511431.0,3832.085,3848.025,3813.204,3838.201,11962401300
2015-12-28,3847.532,3853.389,3727.632,3727.632,15398844000,210026020459.0,3847.532,3853.389,3727.632,3727.632,15398844000
2015-12-29,3723.05,3762.052,3710.48,3761.875,10188555500,140405054699.0,3723.05,3762.052,3710.48,3761.875,10188555500
2015-12-30,3762.914,3765.657,3726.278,3765.175,10562995500,155744099319.0,3762.914,3765.657,3726.278,3765.175,10562995500
2015-12-31,3760.9040000000014,3772.617,3727.325,3731.005,10187355600,145043696235.0,3760.9040000000014,3772.617,3727.325,3731.005,10187355600
