unit,ticker,barTime,closePrice,dataDate,highPrice,lowPrice,openPrice,shortNM,totalValue,totalVolume,vwap,tradeDate
30,399300,11:00,3470.818,2017-06-05,3473.048,3467.875,3467.875,沪深300,9315675341.7,872512100,3470.9171,20170605
30,399300,11:30,3468.122,2017-06-05,3475.08,3464.573,3470.483,沪深300,8172407086.1,791386700,3470.4738,20170605
30,399300,13:30,3468.692,2017-06-05,3468.959,3463.482,3468.089,沪深300,6533994257.5,609099900,3466.8584,20170605
30,399300,14:00,3466.198,2017-06-05,3468.814,3462.314,3468.332,沪深300,7361373445.3,724925900,3466.4116,20170605
30,399300,14:30,3464.837,2017-06-05,3471.047,3464.459,3465.543,沪深300,8348465856.5,816251000,3468.2738,20170605
30,399300,15:00,3468.753,2017-06-05,3469.478,3463.342,3464.756,沪深300,12487497000.1,1170339300,3466.8325,20170605
30,399300,10:00,3475.438,2017-06-06,3481.973,3460.453,3464.376,沪深300,14673252975.5,1185297900,3471.71,20170606
30,399300,10:30,3480.803,2017-06-06,3481.523,3473.556,3475.189,沪深300,11449096857.8,969758500,3477.5413,20170606
30,399300,11:00,3473.578,2017-06-06,3480.506,3473.578,3479.771,沪深300,8814316038.7,726405000,3477.0135,20170606
30,399300,11:30,3471.275,2017-06-06,3474.461,3470.473,3473.491,沪深300,6500307680.2,576179700,3472.3563,20170606
30,399300,13:30,3475.743,2017-06-06,3475.812,3469.639,3471.829,沪深300,5721531260.4,512459500,3472.2091,20170606
30,399300,14:00,3473.897,2017-06-06,3479.318,3473.243,3476.011,沪深300,7267822115.4,589929300,3475.9848,20170606
30,399300,14:30,3479.164,2017-06-06,3479.278,3472.67,3473.598,沪深300,8548969714.1,695311700,3475.9126,20170606
30,399300,15:00,3492.881,2017-06-06,3492.881,3477.948,3479.929,沪深300,14646109614.1,1130829700,3483.9349,20170606
30,399300,10:00,3520.293,2017-06-07,3520.771,3491.132,3493.884,沪深300,20659879671.0,1644689500,3503.9868,20170607
30,399300,10:30,3522.78,2017-06-07,3524.777,3516.814,3519.753,沪深300,19189103893.0,1584545700,3521.3737,20170607
30,399300,11:00,3519.692,2017-06-07,3525.72,3519.311,3523.519,沪深300,13309571110.7,1157714700,3522.9809,20170607
30,399300,11:30,3529.533,2017-06-07,3529.533,3517.075,3519.327,沪深300,10115209527.4,840864800,3520.9304,20170607
30,399300,13:30,3532.612,2017-06-07,3536.544,3530.224,3530.224,沪深300,15648436536.3,1306628100,3534.6558,20170607
30,399300,14:00,3527.93,2017-06-07,3537.094,3526.49,3532.598,沪深300,15442379852.8,1347186100,3530.8829,20170607
30,399300,14:30,3530.563,2017-06-07,3532.819,3527.49,3528.409,沪深300,12761865310.5,1143229200,3530.0879,20170607
30,399300,15:00,3533.871,2017-06-07,3533.9,3529.394,3529.99,沪深300,16633776197.5,1383835600,3531.189,20170607
30,399300,10:00,3535.129,2017-06-08,3541.972,3528.179,3531.241,沪深300,23701004951.7,2048362900,3535.9391,20170608
30,399300,10:30,3539.398,2017-06-08,3539.587,3532.449,3534.879,沪深300,15264167120.0,1300146400,3535.0174,20170608
30,399300,11:00,3542.044,2017-06-08,3542.551,3535.285,3539.27,沪深300,11654191265.9,899459600,3538.5802,20170608
30,399300,11:30,3549.645,2017-06-08,3550.038,3541.07,3542.198,沪深300,9646561817.9,738598200,3546.0602,20170608
30,399300,13:30,3543.109,2017-06-08,3550.581,3542.92,3550.126,沪深300,9156276343.8,722169000,3546.3867,20170608
30,399300,14:00,3549.681,2017-06-08,3552.672,3543.182,3543.182,沪深300,10359076732.2,799980600,3549.4328,20170608
30,399300,14:30,3554.931,2017-06-08,3555.981,3546.187,3549.71,沪深300,11851452794.0,948221900,3549.6494,20170608
30,399300,15:00,3560.978,2017-06-08,3562.272,3553.284,3554.498,沪深300,19513359286.8,1492906000,3558.9009,20170608
30,399300,10:00,3582.923,2017-06-09,3585.425,3560.633,3561.241,沪深300,27734345625.4,2152083400,3574.1116,20170609
30,399300,10:30,3584.909,2017-06-09,3590.075,3576.72,3582.681,沪深300,20766586039.6,1746809900,3582.3398,20170609
30,399300,11:00,3588.515,2017-06-09,3588.828,3578.275,3584.334,沪深300,14822755662.3,1249339500,3583.5018,20170609
30,399300,11:30,3575.891,2017-06-09,3590.887,3575.1,3588.627,沪深300,12609994786.0,1051796400,3581.6359,20170609
30,399300,13:30,3571.184,2017-06-09,3576.352,3570.158,3575.482,沪深300,9071572604.6,766744800,3572.729,20170609
30,399300,14:00,3570.083,2017-06-09,3573.178,3565.92,3570.905,沪深300,10366833275.5,873395100,3569.69,20170609
30,399300,14:30,3575.986,2017-06-09,3576.14,3569.535,3570.141,沪深300,10075954045.9,877097200,3572.7778,20170609
30,399300,15:00,3576.17,2017-06-09,3578.654,3574.911,3576.169,沪深300,15664938201.0,1355056600,3576.6346,20170609
30,399300,10:00,3593.774,2017-06-12,3593.977,3565.901,3570.219,沪深300,27319751378.0,2020891300,3583.1857,20170612
30,399300,10:30,3599.775,2017-06-12,3603.69,3594.138,3594.431,沪深300,20776095643.8,1482160700,3599.3549,20170612
30,399300,11:00,3585.058,2017-06-12,3599.806,3582.673,3599.101,沪深300,14508342715.7,1143081300,3588.5122,20170612
30,399300,11:30,3573.392,2017-06-12,3585.391,3573.034,3584.875,沪深300,10431680090.9,828795200,3579.5636,20170612
30,399300,13:30,3575.88,2017-06-12,3575.88,3570.779,3573.321,沪深300,8480717889.5,685132400,3572.3647,20170612
30,399300,14:00,3572.563,2017-06-12,3579.903,3571.721,3575.421,沪深300,8542366831.1,686298500,3577.1267,20170612
30,399300,14:30,3572.804,2017-06-12,3576.224,3567.535,3572.85,沪深300,10024881134.7,837661700,3571.7419,20170612
30,399300,15:00,3574.389,2017-06-12,3575.079,3568.314,3572.851,沪深300,17018556836.9,1311043400,3571.9514,20170612
30,399300,10:00,3560.036,2017-06-13,3573.642,3559.465,3569.159,沪深300,17874365275.2,1368543900,3565.656,20170613
30,399300,10:30,3562.02,2017-06-13,3567.119,3559.213,3559.981,沪深300,11657256177.9,908925600,3563.6149,20170613
30,399300,11:00,3565.467,2017-06-13,3570.524,3561.894,3561.894,沪深300,9714510851.8,752647200,3567.0269,20170613
30,399300,11:30,3579.789,2017-06-13,3580.304,3565.263,3565.804,沪深300,10071002806.3,846575700,3572.4145,20170613
30,399300,13:30,3573.477,2017-06-13,3581.675,3573.007,3579.804,沪深300,9263156883.3,730709100,3577.1822,20170613
30,399300,14:00,3576.135,2017-06-13,3577.227,3571.004,3573.051,沪深300,9084311733.3,698865700,3573.6125,20170613
30,399300,14:30,3580.245,2017-06-13,3584.409,3575.629,3576.304,沪深300,12140001957.7,1019277100,3581.0426,20170613
30,399300,15:00,3582.267,2017-06-13,3582.962,3577.424,3580.715,沪深300,14051459890.0,1164694300,3580.216,20170613
30,399300,10:00,3563.572,2017-06-14,3571.052,3560.888,3571.248,沪深300,20946260875.0,1692050900,3565.5447,20170614
30,399300,10:30,3553.679,2017-06-14,3565.295,3552.271,3563.942,沪深300,16405267299.1,1311817000,3557.986,20170614
30,399300,11:00,3546.3,2017-06-14,3559.095,3546.109,3554.251,沪深300,12636088199.0,1056577400,3553.332,20170614
30,399300,11:30,3545.443,2017-06-14,3550.573,3545.142,3546.896,沪深300,7960510560.0,631780300,3548.8953,20170614
30,399300,13:30,3538.186,2017-06-14,3545.272,3535.02,3545.272,沪深300,10778987283.0,748208100,3539.4179,20170614
30,399300,14:00,3534.168,2017-06-14,3541.538,3532.632,3538.349,沪深300,9725724717.8,734129600,3537.377,20170614
30,399300,14:30,3538.801,2017-06-14,3540.058,3530.274,3533.631,沪深300,11955942064.7,955692300,3534.0998,20170614
30,399300,15:00,3535.298,2017-06-14,3539.438,3530.993,3539.438,沪深300,15219765491.4,1212259100,3535.2689,20170614
30,399300,10:00,3522.108,2017-06-15,3542.279,3520.111,3530.746,沪深300,18434702919.0,1360500300,3532.7535,20170615
30,399300,10:30,3517.792,2017-06-15,3523.032,3508.946,3521.501,沪深300,16624150266.4,1208537200,3516.2753,20170615
30,399300,11:00,3530.202,2017-06-15,3531.222,3517.536,3517.887,沪深300,13326214656.1,1065805800,3526.3055,20170615
30,399300,11:30,3519.682,2017-06-15,3529.912,3519.025,3529.549,沪深300,10226642842.6,741772700,3523.8512,20170615
30,399300,13:30,3525.537,2017-06-15,3525.593,3519.104,3519.891,沪深300,9195478740.3,717224500,3522.3611,20170615
30,399300,14:00,3527.202,2017-06-15,3529.774,3524.708,3525.65,沪深300,12316587045.1,1091408400,3527.5817,20170615
30,399300,14:30,3524.107,2017-06-15,3530.206,3523.065,3527.322,沪深300,10692718354.9,863338600,3526.8929,20170615
30,399300,15:00,3528.792,2017-06-15,3529.207,3520.502,3524.075,沪深300,14918260908.4,1188436300,3524.1786,20170615
30,399300,10:00,3527.51,2017-06-16,3536.14,3522.312,3522.974,沪深300,17807455962.2,1358748400,3530.2262,20170616
30,399300,10:30,3523.027,2017-06-16,3528.191,3521.652,3527.718,沪深300,12436010871.1,1099316200,3525.419,20170616
30,399300,11:00,3529.616,2017-06-16,3531.06,3522.304,3523.365,沪深300,9841015171.1,858573900,3527.7047,20170616
30,399300,11:30,3522.027,2017-06-16,3529.367,3521.395,3529.367,沪深300,9127010065.3,768674000,3526.2664,20170616
30,399300,13:30,3517.554,2017-06-16,3522.307,3516.568,3522.06,沪深300,7977558400.5,616333900,3519.553,20170616
30,399300,14:00,3519.323,2017-06-16,3521.777,3516.923,3517.702,沪深300,7441288874.9,558750000,3519.8935,20170616
30,399300,14:30,3525.44,2017-06-16,3526.586,3519.427,3519.801,沪深300,9293818404.4,771105500,3523.4409,20170616
30,399300,15:00,3518.761,2017-06-16,3525.707,3514.389,3525.007,沪深300,17137099624.9,1585686800,3519.7896,20170616
30,399300,10:00,3536.819,2017-06-19,3542.843,3520.388,3520.06,沪深300,21799450159.5,1702276900,3532.7202,20170619
30,399300,10:30,3544.106,2017-06-19,3548.074,3536.885,3536.885,沪深300,15575241410.8,1197652500,3542.3263,20170619
30,399300,11:00,3542.814,2017-06-19,3544.534,3539.732,3544.295,沪深300,9818886901.8,782815300,3542.331,20170619
30,399300,11:30,3552.047,2017-06-19,3552.628,3540.878,3542.499,沪深300,9273003188.9,778847000,3545.6308,20170619
30,399300,13:30,3547.629,2017-06-19,3554.91,3547.089,3552.793,沪深300,10412522688.5,1031580400,3551.0631,20170619
30,399300,14:00,3544.314,2017-06-19,3547.246,3542.873,3547.246,沪深300,8165766935.1,663923200,3544.7516,20170619
30,399300,14:30,3541.99,2017-06-19,3546.965,3540.182,3544.207,沪深300,8786166768.2,700591500,3543.5394,20170619
30,399300,15:00,3553.665,2017-06-19,3554.084,3540.359,3541.73,沪深300,14278202745.2,1082280000,3546.2717,20170619
30,399300,10:00,3549.408,2017-06-20,3563.696,3548.67,3560.787,沪深300,20096242433.3,1476168900,3556.0235,20170620
30,399300,10:30,3545.569,2017-06-20,3551.46,3544.702,3549.492,沪深300,13131588696.3,981996500,3547.8579,20170620
30,399300,11:00,3549.043,2017-06-20,3549.372,3542.108,3545.967,沪深300,10003373159.3,812157500,3545.9106,20170620
30,399300,11:30,3552.562,2017-06-20,3553.197,3547.462,3549.065,沪深300,9374525736.9,991883100,3550.8583,20170620
30,399300,13:30,3549.042,2017-06-20,3553.418,3548.217,3552.535,沪深300,8492960180.7,720982800,3550.1916,20170620
30,399300,14:00,3549.65,2017-06-20,3550.385,3545.94,3548.764,沪深300,11201401758.4,919056600,3548.1585,20170620
30,399300,14:30,3541.423,2017-06-20,3549.221,3539.514,3549.221,沪深300,11316822859.1,927968500,3545.7357,20170620
30,399300,15:00,3546.494,2017-06-20,3546.768,3540.617,3541.25,沪深300,14093765824.8,1190197000,3543.8173,20170620
30,399300,10:00,3559.208,2017-06-21,3568.838,3545.566,3567.125,沪深300,27595022253.7,2127750300,3552.5747,20170621
30,399300,10:30,3572.414,2017-06-21,3575.465,3558.922,3559.265,沪深300,18257426141.3,1353375000,3568.8231,20170621
30,399300,11:00,3563.249,2017-06-21,3572.948,3563.116,3572.608,沪深300,10594234826.2,814315100,3568.1337,20170621
30,399300,11:30,3564.621,2017-06-21,3566.311,3561.999,3563.187,沪深300,7314199510.1,527921100,3564.0831,20170621
30,399300,13:30,3554.924,2017-06-21,3565.156,3554.158,3564.768,沪深300,8807369880.7,700322500,3558.5709,20170621
30,399300,14:00,3562.88,2017-06-21,3563.975,3554.186,3554.742,沪深300,10089456162.5,830442300,3558.8629,20170621
30,399300,14:30,3573.505,2017-06-21,3574.025,3562.756,3562.756,沪深300,11800372947.2,812896900,3566.9143,20170621
30,399300,15:00,3587.955,2017-06-21,3587.986,3570.181,3573.048,沪深300,21312041435.0,1498730300,3577.6556,20170621
30,399300,10:00,3605.58,2017-06-22,3609.221,3581.337,3583.558,沪深300,31354159617.7,2345753300,3598.5378,20170622
30,399300,10:30,3604.91,2017-06-22,3612.971,3600.15,3605.727,沪深300,21050541030.2,1571882500,3605.3492,20170622
30,399300,11:00,3616.915,2017-06-22,3617.063,3601.6,3604.757,沪深300,15274712853.2,1193722800,3607.1049,20170622
30,399300,11:30,3624.95,2017-06-22,3627.37,3616.638,3616.732,沪深300,21862871448.1,1862076200,3621.0831,20170622
30,399300,13:30,3632.285,2017-06-22,3635.527,3624.233,3625.477,沪深300,17597785757.1,1562046600,3628.8964,20170622
30,399300,14:00,3632.349,2017-06-22,3632.919,3624.582,3632.219,沪深300,16111890512.9,1378903300,3627.949,20170622
30,399300,14:30,3609.218,2017-06-22,3633.397,3608.634,3632.546,沪深300,16280874078.6,1286160300,3622.253,20170622
30,399300,15:00,3590.342,2017-06-22,3611.042,3590.036,3609.716,沪深300,29221807517.9,2305039300,3599.1673,20170622
30,399300,10:00,3581.666,2017-06-23,3591.676,3573.628,3583.435,沪深300,26091434153.4,1995257600,3581.4147,20170623
30,399300,10:30,3590.469,2017-06-23,3592.267,3581.412,3581.896,沪深300,13954575980.1,1041383800,3586.6764,20170623
30,399300,11:00,3606.526,2017-06-23,3606.526,3588.367,3590.413,沪深300,13108373519.0,1002113200,3595.2253,20170623
30,399300,11:30,3576.373,2017-06-23,3608.777,3576.373,3606.156,沪深300,15879216875.1,1391196600,3596.572,20170623
30,399300,13:30,3582.623,2017-06-23,3584.778,3569.322,3576.42,沪深300,14531723904.9,1203076700,3578.4825,20170623
30,399300,14:00,3589.312,2017-06-23,3591.781,3578.625,3582.873,沪深300,13787647605.4,1210921300,3584.2399,20170623
30,399300,14:30,3600.941,2017-06-23,3600.941,3585.934,3589.17,沪深300,11757675087.1,889832400,3592.1628,20170623
30,399300,15:00,3622.883,2017-06-23,3623.235,3600.513,3600.768,沪深300,24065144455.1,1717083600,3611.9189,20170623
30,399300,10:00,3662.727,2017-06-26,3663.422,3627.439,3627.02,沪深300,39239599135.2,3102163600,3649.3058,20170626
30,399300,10:30,3668.025,2017-06-26,3671.943,3652.985,3662.312,沪深300,28062985324.0,2258359500,3661.1508,20170626
30,399300,11:00,3655.792,2017-06-26,3668.077,3655.42,3667.908,沪深300,17007391305.4,1305552100,3660.593,20170626
30,399300,11:30,3658.725,2017-06-26,3662.873,3654.596,3655.772,沪深300,12840522122.1,923439400,3658.159,20170626
30,399300,13:30,3660.571,2017-06-26,3670.026,3660.412,3660.9,沪深300,14764208031.8,1107356200,3664.3702,20170626
30,399300,14:00,3670.154,2017-06-26,3670.385,3660.182,3660.582,沪深300,17487347849.2,1291234700,3665.0941,20170626
30,399300,14:30,3665.451,2017-06-26,3670.72,3656.389,3670.303,沪深300,15131008270.9,1241027700,3662.2858,20170626
30,399300,15:00,3668.091,2017-06-26,3670.57,3662.222,3665.05,沪深300,25469629076.9,2186765700,3666.7675,20170626
30,399300,10:00,3653.113,2017-06-27,3667.526,3653.066,3665.577,沪深300,27988048236.0,2148020000,3659.382,20170627
30,399300,10:30,3658.591,2017-06-27,3662.533,3652.269,3652.64,沪深300,17261820294.4,1366609100,3658.9176,20170627
30,399300,11:00,3659.261,2017-06-27,3663.84,3654.227,3658.454,沪深300,12486185847.8,1051467800,3658.9259,20170627
30,399300,11:30,3659.347,2017-06-27,3660.735,3654.157,3659.322,沪深300,10790818274.4,930236000,3658.3323,20170627
30,399300,13:30,3651.187,2017-06-27,3658.962,3648.763,3658.962,沪深300,12178752284.8,956335400,3652.7444,20170627
30,399300,14:00,3663.766,2017-06-27,3663.766,3651.03,3651.11,沪深300,9889953056.6,806693200,3655.7528,20170627
30,399300,14:30,3669.428,2017-06-27,3669.428,3655.105,3663.308,沪深300,11466635491.4,878973500,3661.0685,20170627
30,399300,15:00,3674.715,2017-06-27,3676.532,3669.702,3669.806,沪深300,20302229192.0,1566172900,3672.7557,20170627
30,399300,10:00,3662.649,2017-06-28,3668.02,3656.808,3664.162,沪深300,25971221278.8,1999733100,3663.0875,20170628
30,399300,10:30,3653.499,2017-06-28,3663.482,3649.911,3662.811,沪深300,19523099269.4,1522492500,3655.979,20170628
30,399300,11:00,3653.449,2017-06-28,3657.721,3649.029,3653.921,沪深300,10935617732.1,849417900,3653.7826,20170628
30,399300,11:30,3671.243,2017-06-28,3671.253,3650.37,3653.871,沪深300,11639873933.9,937730400,3659.5627,20170628
30,399300,13:30,3661.124,2017-06-28,3672.188,3660.31,3671.202,沪深300,12862968606.7,1070765000,3664.7632,20170628
30,399300,14:00,3658.061,2017-06-28,3661.306,3654.011,3661.306,沪深300,12107043716.0,1008244500,3657.0563,20170628
30,399300,14:30,3649.898,2017-06-28,3663.402,3647.392,3658.125,沪深300,13186111600.3,1050611100,3656.2414,20170628
30,399300,15:00,3646.166,2017-06-28,3653.556,3644.026,3649.939,沪深300,17737961763.7,1317284000,3648.4646,20170628
30,399300,10:00,3659.976,2017-06-29,3662.873,3644.733,3649.252,沪深300,20761529999.2,1641713100,3652.7334,20170629
30,399300,10:30,3649.782,2017-06-29,3660.236,3648.748,3659.942,沪深300,16188013890.2,1219398800,3652.8543,20170629
30,399300,11:00,3649.658,2017-06-29,3654.622,3646.398,3649.938,沪深300,13074874381.7,905152800,3649.5974,20170629
30,399300,11:30,3659.654,2017-06-29,3662.083,3649.576,3649.576,沪深300,11338561990.5,818109500,3656.4699,20170629
30,399300,13:30,3656.985,2017-06-29,3660.302,3654.925,3659.901,沪深300,9153582438.9,674610400,3656.7482,20170629
30,399300,14:00,3657.418,2017-06-29,3658.143,3652.027,3656.757,沪深300,10138871820.2,813322400,3655.3869,20170629
30,399300,14:30,3659.542,2017-06-29,3660.247,3656.399,3656.929,沪深300,10446931797.1,854278000,3658.2315,20170629
30,399300,15:00,3668.827,2017-06-29,3669.134,3659.393,3659.427,沪深300,20217980698.2,1587058500,3666.147,20170629
30,399300,10:00,3654.504,2017-06-30,3660.017,3648.853,3654.734,沪深300,21175972523.3,1654691500,3653.603,20170630
30,399300,10:30,3652.646,2017-06-30,3657.842,3651.567,3654.852,沪深300,14621366010.0,1076694100,3655.1793,20170630
30,399300,11:00,3648.117,2017-06-30,3652.989,3646.227,3652.241,沪深300,12102992541.3,961192400,3650.6272,20170630
30,399300,11:30,3658.418,2017-06-30,3659.508,3648.274,3648.274,沪深300,9050829248.1,757831200,3655.8123,20170630
30,399300,13:30,3655.854,2017-06-30,3659.236,3654.65,3658.538,沪深300,6620962336.3,542819400,3657.1523,20170630
30,399300,14:00,3665.728,2017-06-30,3666.811,3654.267,3656.321,沪深300,9788901194.1,780850500,3660.1785,20170630
30,399300,14:30,3666.717,2017-06-30,3669.426,3662.502,3665.784,沪深300,10823821730.1,847078700,3665.8531,20170630
30,399300,15:00,3666.797,2017-06-30,3669.758,3664.123,3666.573,沪深300,17659870973.4,1480084500,3667.2355,20170630
30,399300,10:00,3655.133,2017-07-03,3667.595,3652.859,3667.231,沪深300,21691203175.9,1646614800,3658.1611,20170703
30,399300,10:30,3636.566,2017-07-03,3656.158,3633.782,3655.468,沪深300,20765711258.2,1581234400,3643.5193,20170703
30,399300,11:00,3640.307,2017-07-03,3642.034,3635.535,3636.193,沪深300,12758186236.8,931933000,3639.1514,20170703
30,399300,11:30,3653.429,2017-07-03,3653.871,3638.141,3640.047,沪深300,12288270904.5,930361200,3645.6139,20170703
30,399300,13:30,3651.783,2017-07-03,3653.95,3646.384,3653.557,沪深300,9871588473.2,830007600,3650.0035,20170703
30,399300,14:00,3652.877,2017-07-03,3653.719,3647.594,3652.109,沪深300,9899574313.6,851393200,3651.3716,20170703
30,399300,14:30,3648.731,2017-07-03,3653.321,3645.738,3652.653,沪深300,11073727806.2,862609100,3649.1371,20170703
30,399300,15:00,3650.846,2017-07-03,3651.46,3646.988,3649.029,沪深300,16438865703.8,1210098100,3649.4971,20170703
30,399300,10:00,3627.352,2017-07-04,3646.845,3622.873,3646.828,沪深300,27630960990.1,1889003800,3631.1995,20170704
30,399300,10:30,3627.444,2017-07-04,3628.751,3622.835,3627.153,沪深300,17491648404.4,1339677400,3625.9868,20170704
30,399300,11:00,3625.57,2017-07-04,3630.437,3622.641,3627.354,沪深300,11508261748.0,902558100,3626.6983,20170704
30,399300,11:30,3620.69,2017-07-04,3625.642,3619.263,3625.392,沪深300,10396883676.6,862674700,3622.2027,20170704
30,399300,13:30,3615.552,2017-07-04,3619.727,3611.691,3619.727,沪深300,13716706491.1,1048886200,3615.8329,20170704
30,399300,14:00,3619.106,2017-07-04,3623.864,3614.842,3615.681,沪深300,12369442122.6,930981000,3620.0401,20170704
30,399300,14:30,3624.793,2017-07-04,3625.495,3613.379,3619.285,沪深300,14765662106.9,1180997200,3618.3742,20170704
30,399300,15:00,3619.984,2017-07-04,3625.36,3616.703,3624.518,沪深300,17003436446.5,1320299000,3620.9602,20170704
30,399300,10:00,3618.037,2017-07-05,3623.674,3611.322,3611.898,沪深300,19420186891.1,1337710400,3617.8116,20170705
30,399300,10:30,3617.317,2017-07-05,3618.265,3610.458,3617.744,沪深300,14374866259.4,1002866500,3614.2365,20170705
30,399300,11:00,3628.27,2017-07-05,3628.725,3615.997,3617.39,沪深300,11365334365.0,812142500,3622.9062,20170705
30,399300,11:30,3632.125,2017-07-05,3637.737,3627.238,3627.238,沪深300,12542873015.2,897512700,3632.4537,20170705
30,399300,13:30,3630.615,2017-07-05,3635.917,3630.615,3632.398,沪深300,8679894810.8,683782400,3633.7553,20170705
30,399300,14:00,3646.182,2017-07-05,3647.135,3630.147,3630.955,沪深300,13674225959.0,1056927400,3640.5021,20170705
30,399300,14:30,3657.292,2017-07-05,3658.152,3641.864,3645.494,沪深300,16992069471.9,1242133400,3647.7624,20170705
30,399300,15:00,3659.679,2017-07-05,3660.729,3654.998,3657.187,沪深300,22862939440.8,1760068500,3657.4776,20170705
30,399300,10:00,3656.096,2017-07-06,3661.911,3651.254,3654.557,沪深300,23682669435.5,1723138900,3657.3459,20170706
30,399300,10:30,3651.329,2017-07-06,3655.505,3647.097,3655.505,沪深300,19227624954.6,1450107600,3651.3818,20170706
30,399300,11:00,3654.927,2017-07-06,3655.084,3649.535,3651.536,沪深300,15187831719.8,1178961600,3652.1929,20170706
30,399300,11:30,3640.32,2017-07-06,3657.037,3640.304,3655.086,沪深300,15472522874.5,1107645200,3653.4134,20170706
30,399300,13:30,3641.628,2017-07-06,3641.664,3629.56,3639.96,沪深300,15075926288.8,1219990800,3636.2555,20170706
30,399300,14:00,3649.212,2017-07-06,3649.212,3638.955,3641.477,沪深300,9493744362.3,779002500,3642.6769,20170706
30,399300,14:30,3661.254,2017-07-06,3661.609,3648.672,3649.224,沪深300,14373864955.2,1139802700,3657.7614,20170706
30,399300,15:00,3660.096,2017-07-06,3666.774,3655.731,3660.914,沪深300,19743254538.0,1596916800,3660.8681,20170706
30,399300,10:00,3640.231,2017-07-07,3649.567,3636.309,3647.641,沪深300,20466418690.1,1579617400,3643.0496,20170707
30,399300,10:30,3636.103,2017-07-07,3639.673,3633.213,3639.673,沪深300,14389235650.8,1120507300,3636.6165,20170707
30,399300,11:00,3639.042,2017-07-07,3639.724,3631.87,3636.308,沪深300,10892767202.2,829206900,3635.1371,20170707
30,399300,11:30,3642.392,2017-07-07,3642.634,3635.133,3638.705,沪深300,8271854527.8,671756100,3639.4214,20170707
30,399300,13:30,3647.546,2017-07-07,3647.866,3640.512,3642.568,沪深300,9192387090.5,724392300,3643.1713,20170707
30,399300,14:00,3651.605,2017-07-07,3651.667,3645.375,3647.463,沪深300,14789095078.6,1315438500,3648.2378,20170707
30,399300,14:30,3655.415,2017-07-07,3655.535,3645.972,3651.856,沪深300,19196105858.3,1837348700,3651.5272,20170707
30,399300,15:00,3655.929,2017-07-07,3657.113,3654.013,3655.73,沪深300,25765038551.8,2253472900,3655.4403,20170707
30,399300,10:00,3653.92,2017-07-10,3653.997,3641.527,3647.937,沪深300,29333936485.5,2436954000,3648.5732,20170710
30,399300,10:30,3659.523,2017-07-10,3667.845,3654.186,3654.504,沪深300,28214335788.5,2351412800,3663.8517,20170710
30,399300,11:00,3654.657,2017-07-10,3664.76,3654.538,3659.522,沪深300,15014318820.9,1230538600,3661.3242,20170710
30,399300,11:30,3655.381,2017-07-10,3656.26,3648.47,3654.624,沪深300,12276135770.9,1024410200,3653.4924,20170710
30,399300,13:30,3661.221,2017-07-10,3661.937,3654.834,3655.582,沪深300,10417631482.5,916000200,3657.68,20170710
30,399300,14:00,3658.993,2017-07-10,3661.526,3654.314,3661.491,沪深300,10774998950.8,893577700,3657.725,20170710
30,399300,14:30,3662.968,2017-07-10,3664.667,3658.272,3658.945,沪深300,13896451292.9,1332178000,3662.5893,20170710
30,399300,15:00,3653.686,2017-07-10,3663.411,3649.87,3662.641,沪深300,20429592464.8,1814708100,3654.7903,20170710
30,399300,10:00,3653.644,2017-07-11,3663.904,3645.994,3646.878,沪深300,26421753699.3,2164089600,3658.2841,20170711
30,399300,10:30,3673.736,2017-07-11,3675.972,3653.211,3653.211,沪深300,20067050998.6,1614779600,3664.1052,20170711
30,399300,11:00,3666.373,2017-07-11,3674.312,3664.889,3674.079,沪深300,13895975058.1,1194292100,3669.2494,20170711
30,399300,11:30,3670.568,2017-07-11,3670.841,3660.295,3666.401,沪深300,11318010780.3,979770800,3664.9332,20170711
30,399300,13:30,3688.147,2017-07-11,3688.216,3670.617,3670.617,沪深300,15487942070.5,1315084700,3679.3888,20170711
30,399300,14:00,3697.378,2017-07-11,3699.086,3685.763,3688.591,沪深300,16111142237.7,1232660600,3691.4742,20170711
30,399300,14:30,3690.775,2017-07-11,3701.208,3690.577,3697.227,沪深300,16459898070.8,1346833200,3695.2299,20170711
30,399300,15:00,3670.808,2017-07-11,3690.744,3670.438,3690.416,沪深300,24828021833.7,1977555400,3677.391,20170711
30,399300,10:00,3671.466,2017-07-12,3687.013,3670.324,3672.632,沪深300,29484230452.9,2393520600,3680.6228,20170712
30,399300,10:30,3690.895,2017-07-12,3691.374,3670.282,3671.772,沪深300,23328752342.8,2051618800,3680.2041,20170712
30,399300,11:00,3663.281,2017-07-12,3691.581,3660.047,3691.315,沪深300,22623990926.3,2049311000,3678.7662,20170712
30,399300,11:30,3674.836,2017-07-12,3678.846,3663.318,3663.713,沪深300,12093404335.0,1034482900,3672.846,20170712
30,399300,13:30,3667.832,2017-07-12,3676.145,3664.38,3674.978,沪深300,9627830363.3,837306100,3670.6629,20170712
30,399300,14:00,3660.797,2017-07-12,3673.887,3659.546,3668.034,沪深300,11700953599.1,982283600,3665.8336,20170712
30,399300,14:30,3655.583,2017-07-12,3660.797,3640.589,3660.797,沪深300,16397501576.2,1400382400,3649.012,20170712
30,399300,15:00,3658.823,2017-07-12,3658.989,3646.016,3655.685,沪深300,17543795692.4,1426678700,3652.9768,20170712
30,399300,10:00,3670.435,2017-07-13,3676.678,3652.565,3656.35,沪深300,26292030557.9,2187147200,3668.3385,20170713
